ChargerId,PlugId,MaxPower
MAI-00034,PT*GLG*EMAI*00034*02,90000
MAI-00036,PT*GLG*EMAI*00036*01,120000
MAI-00036,PT*GLG*EMAI*00036*02,120000
MAI-00041,PT*ATL*EMAI*00041*1,22000
MAI-00041,PT*ATL*EMAI*00041*2,50000
MAI-00042,PT*ATL*EMAI*00042*1,22000
MAI-00042,PT*ATL*EMAI*00042*2,50000
MAI-00043,PT*ATL*EMAI*00043*1,22000
MAI-00043,PT*ATL*EMAI*00043*2,50000
MAI-00046,PT*ATL*EMAI*00046*2,60000
MAI-00046,PT*ATL*EMAI*00046*3,22000
MAI-00047,PT*KLS*E*MAI*00047*02,43000
MAI-00048,PT*KLS*E*MAI*00048*02,43000
MAI-00051,PT*EDP*E*MAI*00051*01,120000
MAI-00051,PT*EDP*EMAI*00051*1,120000
MAI-00052,PT*FCT*E*MAI*00052*01,150000
MAI-00052,PT*FCT*E*MAI*00052*03,150000
MAI-00053,PT*EDP*E*MAI*00053*01,22000
MAI-00053,PT*EDP*E*MAI*00053*02,22000
MAI-00053,PT*EDP*EMAI*00053*1,22000
MAI-00053,PT*EDP*EMAI*00053*2,22000
MAI-00054,PT*EDP*E*MAI*00054*01,22000
MAI-00054,PT*EDP*E*MAI*00054*02,22000
MAI-00054,PT*EDP*EMAI*00054*1,22000
MAI-00054,PT*EDP*EMAI*00054*2,22000
MAI-00055,PT*PFU*E*MAI*00055*01,7400
MAI-00057,PT*EDP*E*MAI*00057*01,11000
MAI-00057,PT*EDP*E*MAI*00057*02,11000
MAI-00057,PT*EDP*EMAI*00057*1,11000
MAI-00057,PT*EDP*EMAI*00057*2,11000
MAI-00058,PT*IBD*E*MAI*00058*01,22000
MAI-00058,PT*IBD*E*MAI*00058*02,22000
MAI-00059,PT*REP*E*MAI*00059*02,60000
MAI-00059,PT*REP*E*MAI*00059*03,22000
MAI-00061,PT*PRI*E*MAI*00061*02,90000
MAI-00063,PT*EDP*E*MAI*00063*01,22000
MAI-00063,PT*EDP*E*MAI*00063*02,22000
MAI-00063,PT*EDP*EMAI*00063*1,22000
MAI-00063,PT*EDP*EMAI*00063*2,22000
MAI-00064,PT*EDP*E*MAI*00064*01,22000
MAI-00064,PT*EDP*E*MAI*00064*02,22000
MAI-00064,PT*EDP*EMAI*00064*1,22000
MAI-00064,PT*EDP*EMAI*00064*2,22000
MAI-00065,PT*PFU*E*MAI*00065*01,22000
MAI-00066,PT*PFU*E*MAI*00066*01,22000
MAI-00067,PT*PFU*E*MAI*00067*01,22000
MAI-00068,PT*PFU*E*MAI*00068*01,22000
MAI-00072,PT*GLP*EMAI*00072*02,50000
MAI-00072,PT*GLP*EMAI*00072*03,43000
MAI-00073,PT*GLP*EMAI*00073*02,50000
MAI-00073,PT*GLP*EMAI*00073*03,43000
MAI-00074,PT*GLP*EMAI*00074*02,50000
MAI-00074,PT*GLP*EMAI*00074*03,43000
MAI-00075,PT*GLP*EMAI*00075*02,50000
MAI-00075,PT*GLP*EMAI*00075*03,43000
MAI-00078,PT*FCT*E*MAI*00078*01,200000
MAI-00078,PT*FCT*E*MAI*00078*02,200000
MAI-00079,PT*FCT*E*MAI*00079*01,400000
MAI-00079,PT*FCT*E*MAI*00079*02,400000
MAI-00080,PT*FCT*E*MAI*00080*01,400000
MAI-00080,PT*FCT*E*MAI*00080*02,400000
MAI-00081,PT*FCT*E*MAI*00081*01,400000
MAI-00081,PT*FCT*E*MAI*00081*02,400000
MAI-00082,PT*FCT*E*MAI*00082*01,100000
MAI-00082,PT*FCT*E*MAI*00082*02,100000
MAI-00086,PT*VEI*E*MAI*00086*01,22000
MAI-00086,PT*VEI*E*MAI*00086*02,22000
MAI-00087,PT*VEI*E*MAI*00087*01,22000
MAI-00087,PT*VEI*E*MAI*00087*02,22000
MAI-00088,PT*PRI*E*MAI*00088*01,180000
MAI-00088,PT*PRI*E*MAI*00088*02,180000
MAI-00089,PT*PRI*E*MAI*00089*01,180000
MAI-00089,PT*PRI*E*MAI*00089*02,180000
MAI-00090,PT*ATL*EMAI*00090*1,60000
MAI-00090,PT*ATL*EMAI*00090*2,60000
MAI-90004,PT*GLP*EMAI*90004*01,22000
MAI-90004,PT*GLP*EMAI*90004*02,22000
MBR-00002,PT*EDP*E*MBR*00002*01,7400
MBR-00002,PT*EDP*E*MBR*00002*02,7400
MBR-00002,PT*EDP*EMBR*00002*1,7400
MBR-00002,PT*EDP*EMBR*00002*2,7400
MBR-00003,PT*EDP*E*MBR*00003*01,22000
MBR-00003,PT*EDP*E*MBR*00003*02,22000
MBR-00003,PT*EDP*EMBR*00003*1,22000
MBR-00003,PT*EDP*EMBR*00003*2,22000
MBR-00004,PT*EDP*EMBR*00004*1,22000
MBR-00004,PT*EDP*EMBR*00004*2,22000
MBR-00005,PT*EDP*EMBR*00005*1,22000
MBR-00005,PT*EDP*EMBR*00005*2,22000
MBR-00006,PT*GLP*EMBR*00006*01,60000
MBR-00006,PT*GLP*EMBR*00006*02,60000
MBR-00007,PT*GLP*EMBR*00007*01,60000
MBR-00007,PT*GLP*EMBR*00007*02,60000
MBR-00008,PT*GLP*EMBR*00008*01,60000
MBR-00008,PT*GLP*EMBR*00008*02,60000
MBR-90001,PT*HRZ*E*MBR*90001*1,22000
MBR-90001,PT*HRZ*E*MBR*90001*2,22000
MCD-00003,PT*EDP*E*MCD*00003*02,50000
MCD-00003,PT*EDP*E*MCD*00003*03,43000
MCD-00004,PT*KLS*EMCD*00004*01,22000
MCD-00004,PT*KLS*EMCD*00004*02,50000
MCD-00005,PT*HRZ*E*MCD*00005*01,187500
MCD-00005,PT*HRZ*E*MCD*00005*02,187500
MCD-00005,PT*HRZ*E*MCD*00005*03,100000
MCD-00005,PT*HRZ*E*MCD*00005*04,100000
MCD-00005,PT*HRZ*E*MCD*00005*06,100000
MCD-00006,PT*HRZ*E*MCD*00006*01,22000
MCD-00006,PT*HRZ*E*MCD*00006*02,22000
MCD-00007,PT*GLP*EMCD*00007*01,22000
MCD-00007,PT*GLP*EMCD*00007*02,50000
MCD-90001,PT*EDP*E*MCD*90001*1,22000
MCD-90001,PT*EDP*E*MCD*90001*2,22000
MCD-90001,PT*EDP*EMCD*90001*1,22000
MCD-90001,PT*EDP*EMCD*90001*2,22000
MCH-00001,PT*FAC*E*MCH*00001*1,22000
MCH-00001,PT*FAC*E*MCH*00001*2,22000
MCH-00002,PT*EMA*E*MCH*00002*02,22000
MCH-00002,PT*EMA*E*MCH*00002*03,60000
MCH-00003,PT*FAC*E*MCH*00003*02,50000
MCH-00004,PT*FAC*E*MCH*00004*01,22000
MCH-00004,PT*FAC*E*MCH*00004*02,22000
MCH-00005,PT*FAC*E*MCH*00005*02,60000
MCH-00006,PT*FAC*E*MCH*00006*01,22000
MCH-00006,PT*FAC*E*MCH*00006*02,22000
MCH-00007,PT*FAC*E*MCH*00007*02,60000
MCH-00007,PT*FAC*E*MCH*00007*03,22000
MCH-00008,PT*FAC*E*MCH*00008*01,22000
MCH-00008,PT*FAC*E*MCH*00008*02,22000
MCH-00010,PT*FCT*E*MCH*00010*01,150000
MCH-00010,PT*FCT*E*MCH*00010*03,150000
MCH-00011,PT*FAC*E*MCH*00011*01,22000
MCH-00011,PT*FAC*E*MCH*00011*02,22000
MCH-00012,PT*FAC*E*MCH*00012*01,22000
MCH-00012,PT*FAC*E*MCH*00012*02,22000
MCH-00013,PT*FAC*E*MCH*00013*01,22000
MCH-00013,PT*FAC*E*MCH*00013*02,22000
MCH-00014,PT*GLP*EMCH*00014*01,120000
MCH-00014,PT*GLP*EMCH*00014*02,120000
MCH-00015,PT*GLP*EMCH*00015*01,120000
MCH-00015,PT*GLP*EMCH*00015*02,120000
MCN-00002,PT*HRZ*E*MCN*00002*02,50000
MCN-00002,PT*HRZ*E*MCN*00002*03,43000
MCN-00004,PT*EDP*E*MCN*00004*01,90000
MCN-00004,PT*EDP*E*MCN*00004*03,22000
MCN-00004,PT*EDP*EMCN*00004*1,90000
MCN-00004,PT*EDP*EMCN*00004*3,22000
MCN-00006,PT*IBD*E*MCN*00006*01,22000
MCN-00006,PT*IBD*E*MCN*00006*02,22000
MCN-00007,PT*EDP*E*MCN*00007*01,120000
MCN-00010,PT*GLG*EMCN*00010*01,120000
MCN-00010,PT*GLG*EMCN*00010*02,120000
MCN-00011,PT*EDP*E*MCN*00011*01,22000
MCN-00011,PT*EDP*E*MCN*00011*02,22000
MCN-00011,PT*EDP*EMCN*00011*1,22000
MCN-00011,PT*EDP*EMCN*00011*2,22000
MCN-00012,PT*EDP*E*MCN*00012*01,11000
MCN-00012,PT*EDP*E*MCN*00012*02,11000
MCN-00012,PT*EDP*EMCN*00012*1,11000
MCN-00012,PT*EDP*EMCN*00012*2,11000
MCN-00013,PT*HRZ*E*MCN*00013*01,100000
MCN-00013,PT*HRZ*E*MCN*00013*02,22000
MCN-00013,PT*HRZ*E*MCN*00013*04,100000
MCN-00015,PT*EDP*E*MCN*00015*01,22000
MCN-00015,PT*EDP*E*MCN*00015*02,22000
MCN-00015,PT*EDP*EMCN*00015*1,22000
MCN-00015,PT*EDP*EMCN*00015*2,22000
MCN-00016,PT*ATL*EMCN*00016*2,60000
MCN-00016,PT*ATL*EMCN*00016*3,22000
MCN-00017,PT*HLX*E*MCN*00017*01,100000
MCN-00017,PT*HLX*E*MCN*00017*02,100000
MCN-00018,PT*HLX*E*MCN*00018*01,100000
MCN-00018,PT*HLX*E*MCN*00018*02,100000
MCN-00020,PT*GLP*EMCN*00020*01,22000
MCN-00020,PT*GLP*EMCN*00020*02,50000
MCN-90001,PT*GLP*E*MCN*90001*1,22000
MCN-90001,PT*GLP*E*MCN*90001*2,22000
MCN-90001,PT*GLP*EMCN*90001*01,22000
MCN-90001,PT*GLP*EMCN*90001*02,22000
MCQ-00003,PT*EDP*E*MCQ*00003*01,22000
MCQ-00003,PT*EDP*E*MCQ*00003*02,22000
MCQ-90001,PT*GLP*EMCQ*90001*01,22000
MCQ-90001,PT*GLP*EMCQ*90001*02,22000
MCV-00002,PT*EDP*E*MCV*00002*01,11000
MCV-00002,PT*EDP*E*MCV*00002*02,11000
MCV-00002,PT*EDP*EMCV*00002*1,11000
MCV-00002,PT*EDP*EMCV*00002*2,11000
MCV-00003,PT*EDP*E*MCV*00003*01,22000
MCV-00003,PT*EDP*E*MCV*00003*02,22000
MCV-00003,PT*EDP*EMCV*00003*1,22000
MCV-00003,PT*EDP*EMCV*00003*2,22000
MCV-00004,PT*EDP*E*MCV*00004*01,7400
MCV-00004,PT*EDP*E*MCV*00004*02,7400
MCV-00004,PT*EDP*EMCV*00004*1,7400
MCV-00004,PT*EDP*EMCV*00004*2,7400
MCV-00005,PT*KLS*E*MCV*00005*01,22000
MCV-00006,PT*GLP*EMCV*00006*01,22000
MCV-00006,PT*GLP*EMCV*00006*02,50000
MCV-00010,PT*REM*E*MCV*00010*01,80000
MCV-00010,PT*REM*E*MCV*00010*02,80000
MCV-90001,PT*EDP*E*MCV*90001*1,22000
MCV-90001,PT*EDP*E*MCV*90001*2,22000
MCV-90001,PT*EDP*EMCV*90001*1,22000
MCV-90001,PT*EDP*EMCV*90001*2,22000
MDB-00002,PT*CIR*E*MDB*00002*01,22000
MDB-00002,PT*CIR*E*MDB*00002*02,22000
MDB-00003,PT*CIR*E*MDB*00003*1,24000
MDB-00004,PT*NRG*E*MDB*00004*01,22000
MDB-00004,PT*NRG*E*MDB*00004*02,22000
MDB-00004,PT*NRG*E*MDB*00004*03,22000
MDB-00004,PT*NRG*E*MDB*00004*04,22000
MDB-90001,PT*HRZ*E*MDB*90001*1,22000
MDB-90001,PT*HRZ*E*MDB*90001*2,22000
MDL-00004,PT*HRZ*E*MDL*00004*01,22000
MDL-00004,PT*HRZ*E*MDL*00004*02,22000
MDL-00005,PT*GLP*EMDL*00005*01,90000
MDL-00005,PT*GLP*EMDL*00005*02,90000
MDL-00006,PT*EDP*E*MDL*00006*01,50000
MDL-00006,PT*EDP*E*MDL*00006*03,43000
MDL-00007,PT*REP*E*MDL*00007*02,60000
MDL-00007,PT*REP*E*MDL*00007*03,22000
MDL-00008,PT*EDP*E*MDL*00008*01,7400
MDL-00008,PT*EDP*E*MDL*00008*02,7400
MDL-00008,PT*EDP*EMDL*00008*1,7400
MDL-00008,PT*EDP*EMDL*00008*2,7400
MDL-00009,PT*GLP*EMDL*00009*01,22000
MDL-00009,PT*GLP*EMDL*00009*02,22000
MDL-00010,PT*ATL*EMDL*00010*2,60000
MDL-00010,PT*ATL*EMDL*00010*3,22000
MDL-00011,PT*KLS*E*MDL*00011*02,43000
MDL-00012,PT*EDP*E*MDL*00012*01,90000
MDL-00012,PT*EDP*E*MDL*00012*03,22000
MDL-00012,PT*EDP*EMDL*00012*1,90000
MDL-00012,PT*EDP*EMDL*00012*3,22000
MDL-00013,PT*GLP*EMDL*00013*01,22000
MDL-00013,PT*GLP*EMDL*00013*02,22000
MDL-00014,PT*GLP*EMDL*00014*02,50000
MDL-00014,PT*GLP*EMDL*00014*03,43000
MDL-90001,PT*EDP*E*MDL*90001*01,22000
MDL-90001,PT*EDP*E*MDL*90001*02,22000
MDR-00002,PT*EDP*E*MDR*00002*01,22000
MDR-00002,PT*EDP*E*MDR*00002*02,22000
MDR-00002,PT*EDP*EMDR*00002*1,22000
MDR-00002,PT*EDP*EMDR*00002*2,22000
MDR-00003,PT*EDP*E*MDR*00003*01,22000
MDR-00003,PT*EDP*E*MDR*00003*02,22000
MDR-00003,PT*EDP*EMDR*00003*1,22000
MDR-00003,PT*EDP*EMDR*00003*2,22000
MDR-00004,PT*EDP*E*MDR*00004*01,22000
MDR-00004,PT*EDP*E*MDR*00004*02,22000
MDR-00004,PT*EDP*EMDR*00004*1,22000
MDR-00004,PT*EDP*EMDR*00004*2,22000
MDR-00005,PT*EDP*E*MDR*00005*01,7400
MDR-00005,PT*EDP*E*MDR*00005*02,7400
MDR-00005,PT*EDP*EMDR*00005*1,7400
MDR-00005,PT*EDP*EMDR*00005*2,7400
MDR-00006,PT*GLP*EMDR*00006*01,120000
MDR-00006,PT*GLP*EMDR*00006*02,120000
MDR-00007,PT*GLP*EMDR*00007*01,22000
MDR-00007,PT*GLP*EMDR*00007*02,22000
MDR-00008,PT*GLP*EMDR*00008*01,90000
MDR-00008,PT*GLP*EMDR*00008*02,90000
MDR-00009,PT*ATL*EMDR*00009*1,120000
MDR-00009,PT*ATL*EMDR*00009*2,120000
MDR-90001,PT*GLP*E*MDR*90001*1,22000
MDR-90001,PT*GLP*E*MDR*90001*2,22000
MDR-90001,PT*GLP*EMDR*90001*01,22000
MDR-90001,PT*GLP*EMDR*90001*02,22000
MED-00002,PT*EDP*E*MED*00002*01,22000
MED-00002,PT*EDP*E*MED*00002*02,22000
MED-00002,PT*EDP*EMED*00002*1,22000
MED-00002,PT*EDP*EMED*00002*2,22000
MED-90001,PT*HRZ*E*MED*90001*1,22000
MED-90001,PT*HRZ*E*MED*90001*2,22000
MFR-00001,PT*MLT*E*MFR*00001*1,22000
MFR-00001,PT*MLT*E*MFR*00001*2,22000
MFR-00001,PT*MLT*EMFR*00001*01,22000
MFR-00001,PT*MLT*EMFR*00001*02,22000
MFR-00003,PT*MLT*E*MFR*00003*2,50000
MFR-00003,PT*MLT*EMFR*00003*02,50000
MFR-00004,PT*MLT*E*MFR*00004*2,50000
MFR-00004,PT*MLT*EMFR*00004*02,50000
MFR-00005,PT*EDP*E*MFR*00005*1,7400
MFR-00005,PT*EDP*EMFR*00005*1,7400
MFR-00006,PT*EDP*E*MFR*00006*1,7400
MFR-00006,PT*EDP*EMFR*00006*1,7400
MFR-00007,PT*MLT*EMFR*00007*02,50000
MFR-00009,PT*HRZ*E*MFR*00009*02,50000
MFR-00009,PT*HRZ*E*MFR*00009*03,43000
MFR-00010,PT*MLT*EMFR*00010*02,50000
MFR-00011,PT*MLT*EMFR*00011*02,50000
MFR-00012,PT*MLT*EMFR*00012*02,50000
MFR-00013,PT*HRZ*E*MFR*00013*01,22000
MFR-00013,PT*HRZ*E*MFR*00013*02,22000
MFR-00014,PT*HRZ*E*MFR*00014*02,50000
MFR-00014,PT*HRZ*E*MFR*00014*03,43000
MFR-00015,PT*HRZ*E*MFR*00015*02,50000
MFR-00015,PT*HRZ*E*MFR*00015*03,43000
MFR-00018,PT*HRZ*E*MFR*00018*02,50000
MFR-00018,PT*HRZ*E*MFR*00018*03,43000
MFR-00020,PT*EDP*E*MFR*00020*01,120000
MFR-00020,PT*EDP*E*MFR*00020*02,120000
MFR-00020,PT*EDP*E*MFR*00020*03,22000
MFR-00020,PT*EDP*EMFR*00020*1,120000
MFR-00020,PT*EDP*EMFR*00020*2,120000
MFR-00020,PT*EDP*EMFR*00020*3,22000
MFR-00021,PT*REP*E*MFR*00021*02,30000
MFR-00021,PT*REP*E*MFR*00021*03,22000
MFR-00022,PT*EDP*E*MFR*00022*01,90000
MFR-00022,PT*EDP*E*MFR*00022*03,22000
MFR-00022,PT*EDP*EMFR*00022*1,120000
MFR-00022,PT*EDP*EMFR*00022*2,120000
MFR-00022,PT*EDP*EMFR*00022*3,22000
MFR-00024,PT*MLT*EMFR*00024*02,50000
MFR-00025,PT*EVP*E*MFR*00025*01,60000
MFR-00025,PT*EVP*E*MFR*00025*03,22000
MFR-00026,PT*MLT*EMFR*00026*01,22000
MFR-00026,PT*MLT*EMFR*00026*02,22000
MFR-00027,PT*EDP*E*MFR*00027*01,120000
MFR-00029,PT*EDP*E*MFR*00029*01,22000
MFR-00029,PT*EDP*E*MFR*00029*02,22000
MFR-00030,PT*HRZ*E*MFR*00030*01,22000
MFR-00030,PT*HRZ*E*MFR*00030*02,22000
MFR-00031,PT*ATL*EMFR*00031*1,22000
MFR-00031,PT*ATL*EMFR*00031*2,50000
MFR-00032,PT*KLS*E*MFR*00032*01,22000
MFR-00032,PT*KLS*E*MFR*00032*02,50000
MFR-00033,PT*KLS*EMFR*00033*01,22000
MFR-00033,PT*KLS*EMFR*00033*02,50000
MFR-00034,PT*ATL*EMFR*00034*2,60000
MFR-00037,PT*EDP*E*MFR*00037*01,120000
MFR-00037,PT*EDP*EMFR*00037*1,120000
MFR-00038,PT*EDP*E*MFR*00038*01,120000
MFR-00039,PT*KLS*E*MFR*00039*01,22000
MFR-00039,PT*KLS*E*MFR*00039*02,49000
MFR-00040,PT*FCT*E*MFR*00040*01,150000
MFR-00040,PT*FCT*E*MFR*00040*03,150000
MFR-00041,PT*FCT*E*MFR*00041*01,50000
MFR-00041,PT*FCT*E*MFR*00041*02,50000
MFR-00042,PT*EDP*E*MFR*00042*01,60000
MFR-00042,PT*EDP*E*MFR*00042*02,60000
MFR-00043,PT*GLP*EMFR*00043*01,22000
MFR-00043,PT*GLP*EMFR*00043*02,22000
MFR-00044,PT*GLP*EMFR*00044*01,22000
MFR-00044,PT*GLP*EMFR*00044*02,22000
MFR-00045,PT*GLP*EMFR*00045*01,22000
MFR-00045,PT*GLP*EMFR*00045*02,22000
MFR-00046,PT*GLP*EMFR*00046*01,22000
MFR-00046,PT*GLP*EMFR*00046*02,22000
MFR-00047,PT*GLP*EMFR*00047*01,22000
MFR-00047,PT*GLP*EMFR*00047*02,22000
MFR-00048,PT*GLP*EMFR*00048*01,22000
MFR-00048,PT*GLP*EMFR*00048*02,50000
MFR-00049,PT*GLP*EMFR*00049*01,22000
MFR-00049,PT*GLP*EMFR*00049*02,50000
MFR-00050,PT*GLP*EMFR*00050*01,22000
MFR-00050,PT*GLP*EMFR*00050*02,50000
MFR-00051,PT*EDP*EMFR*00051*1,22000
MFR-00051,PT*EDP*EMFR*00051*2,22000
MFR-00052,PT*EDP*EMFR*00052*1,22000
MFR-00052,PT*EDP*EMFR*00052*2,22000
MFR-00053,PT*GLP*EMFR*00053*01,22000
MFR-00053,PT*GLP*EMFR*00053*02,22000
MFR-00054,PT*GLP*EMFR*00054*01,7400
MFR-00054,PT*GLP*EMFR*00054*02,7400
MFR-00056,PT*EDP*EMFR*00056*1,60000
MFR-00056,PT*EDP*EMFR*00056*2,60000
MFR-00056,PT*EDP*EMFR*00056*3,22000
MFR-90002,PT*GLP*EMFR*90002*01,22000
MFR-90002,PT*GLP*EMFR*90002*02,22000
MFT-90001,PT*GLP*EMFT*90001*01,22000
MFT-90001,PT*GLP*EMFT*90001*02,22000
MGD-00002,PT*EDP*E*MGD*00002*02,50000
MGD-00002,PT*EDP*E*MGD*00002*03,43000
MGD-00004,PT*FCT*E*MGD*00004*01,50000
MGD-00004,PT*FCT*E*MGD*00004*02,50000
MGD-90001,PT*HRZ*E*MGD*90001*1,22000
MGD-90001,PT*HRZ*E*MGD*90001*2,22000
MGL-00005,PT*EDP*E*MGL*00005*01,22000
MGL-00005,PT*EDP*E*MGL*00005*02,22000
MGL-00005,PT*EDP*EMGL*00005*1,22000
MGL-00005,PT*EDP*EMGL*00005*2,22000
MGL-00006,PT*GLG*EMGL*00006*01,120000
MGL-00006,PT*GLG*EMGL*00006*02,120000
MGL-00008,PT*ATL*EMGL*00008*2,60000
MGL-00008,PT*ATL*EMGL*00008*3,22000
MGL-00009,PT*EDP*E*MGL*00009*01,120000
MGL-00009,PT*EDP*EMGL*00009*1,120000
MGL-00010,PT*KLS*E*MGL*00010*01,22000
MGL-00010,PT*KLS*E*MGL*00010*02,49000
MGL-00018,PT*EDP*EMGL*00018*1,22000
MGL-00018,PT*EDP*EMGL*00018*2,22000
MGL-00019,PT*GLP*EMGL*00019*01,22000
MGL-00019,PT*GLP*EMGL*00019*02,50000
MGL-00020,PT*FCT*E*MGL*00020*01,50000
MGL-00020,PT*FCT*E*MGL*00020*02,50000
MGL-00021,PT*FCT*E*MGL*00021*01,200000
MGL-00021,PT*FCT*E*MGL*00021*02,200000
MGL-80004,PT*ATL*E*MGL*80004*01,22000
MGL-80004,PT*ATL*E*MGL*80004*02,22000
MGL-90003,PT*EDP*E*MGL*90003*1,22000
MGL-90003,PT*EDP*E*MGL*90003*2,22000
MGL-90003,PT*EDP*EMGL*90003*1,22000
MGL-90003,PT*EDP*EMGL*90003*2,22000
MGR-00004,PT*EDP*E*MGR*00004*01,90000
MGR-00004,PT*EDP*E*MGR*00004*03,22000
MGR-00004,PT*EDP*EMGR*00004*1,90000
MGR-00004,PT*EDP*EMGR*00004*3,22000
MGR-00005,PT*HRZ*E*MGR*00005*01,7400
MGR-00005,PT*HRZ*E*MGR*00005*02,7400
MGR-00006,PT*HRZ*E*MGR*00006*01,7400
MGR-00006,PT*HRZ*E*MGR*00006*02,7400
MGR-00008,PT*HRZ*E*MGR*00008*01,100000
MGR-00008,PT*HRZ*E*MGR*00008*02,22000
MGR-00008,PT*HRZ*E*MGR*00008*03,100000
MGR-00009,PT*PRI*E*MGR*00009*01,60000
MGR-00010,PT*GLP*EMGR*00010*01,60000
MGR-00010,PT*GLP*EMGR*00010*02,60000
MGR-00012,PT*KLS*EMGR*00012*01,22000
MGR-00012,PT*KLS*EMGR*00012*02,50000
MGR-00013,PT*ATL*EMGR*00013*2,60000
MGR-00013,PT*ATL*EMGR*00013*3,22000
MGR-00014,PT*EDP*E*MGR*00014*01,22000
MGR-00014,PT*EDP*E*MGR*00014*02,22000
MGR-00016,PT*EDP*E*MGR*00016*01,120000
MGR-00016,PT*EDP*EMGR*00016*1,120000
MGR-00017,PT*KLS*E*MGR*00017*01,22000
MGR-00017,PT*KLS*E*MGR*00017*02,49000
MGR-00018,PT*REP*E*MGR*00018*02,60000
MGR-00018,PT*REP*E*MGR*00018*03,22000
MGR-00019,PT*REP*E*MGR*00019*01,22000
MGR-00020,PT*FCT*E*MGR*00020*01,50000
MGR-00020,PT*FCT*E*MGR*00020*02,50000
MGR-00021,PT*REP*E*MGR*00021*01,43000
MGR-00021,PT*REP*E*MGR*00021*02,50000
MGR-00022,PT*HGP*E*MGR*00022*01,22000
MGR-00023,PT*GLP*EMGR*00023*01,22000
MGR-00023,PT*GLP*EMGR*00023*02,50000
MGR-00024,PT*GLP*EMGR*00024*01,22000
MGR-00024,PT*GLP*EMGR*00024*02,50000
MGR-00025,PT*ECI*E*MGR*00025*01,100000
MGR-00025,PT*ECI*E*MGR*00025*02,100000
MGR-90001,PT*EDP*E*MGR*90001*1,22000
MGR-90001,PT*EDP*E*MGR*90001*2,22000
MGR-90001,PT*EDP*EMGR*90001*1,22000
MGR-90001,PT*EDP*EMGR*90001*2,22000
MIR-00002,PT*MLT*EMIR*00002*02,50000
MIR-00004,PT*TRK*E*MIR*00004*01,22000
MIR-00004,PT*TRK*E*MIR*00004*02,22000
MIR-00005,PT*TRK*E*MIR*00005*01,22000
MIR-00005,PT*TRK*E*MIR*00005*02,22000
