ChargerId,OperatorAbb,City,InsertedDate,Status,Lat,Lon
ABF-00008,EDP,Albufeira,2023-06-29,Present,37.0907,-8.243906
ABF-00009,EDP,Albufeira,2023-06-29,Present,37.091404,-8.242397
ABF-00011,BLU,Albufeira,2023-01-14,Present,37.09177,-8.205087
ABF-00012,GLP,Albufeira,2024-12-24,Present,37.129463,-8.282082
ABF-00013,GLP,Albufeira,2024-12-24,Present,37.129463,-8.282082
ABF-00024,GLG,Albufeira,2024-12-24,Present,37.11872,-8.22682
ABF-00035,REP,Albufeira,2025-06-11,Present,37.095833,-8.255161
ABF-00036,GLP,Albufeira,2024-12-24,Present,37.0945,-8.1776
ABF-00037,GLP,Albufeira,2024-12-24,Present,37.095966,-8.177374
ABF-00038,GLP,Albufeira,2024-12-24,Present,37.089745,-8.166816
ABF-00039,GLP,Albufeira,2024-12-24,Present,37.089745,-8.166816
ABF-00040,GLP,Albufeira,2024-12-24,Present,37.089745,-8.166816
ABF-00042,MLT,Albufeira,2024-12-30,Present,37.10333,-8.233533
ABF-00043,GLP,Albufeira,2024-12-24,Present,37.093075,-8.178593
ABF-00044,GLP,Albufeira,2024-12-24,Present,37.09304,-8.177069
ABF-00045,GLP,Albufeira,2024-12-24,Present,37.092587,-8.177121
ABF-00046,GLP,Albufeira,2024-12-24,Present,37.09328,-8.171207
ABF-00050,IHM,Albufeira,2025-01-02,Present,37.12675,-8.237
ABF-00051,IHM,Albufeira,2025-01-02,Present,37.093857,-8.194458
ABF-00053,CAP,Albufeira,2024-03-27,Present,37.12766,-8.280386
ABF-00055,HRZ,Albufeira,2025-07-08,Present,37.127964,-8.283603
ABF-00059,HRZ,Albufeira,2025-01-02,Present,37.089485,-8.212982
ABF-00060,HRZ,Albufeira,2025-01-02,Present,37.089485,-8.212982
ABF-00061,GLP,Albufeira,2024-12-24,Present,37.104336,-8.192684
ABF-00062,IBD,Albufeira,2024-01-16,Present,37.08047,-8.287306
ABF-00063,IBD,Albufeira,2024-01-16,Present,37.09079,-8.324708
ABF-00064,IBD,Albufeira,2024-01-16,Present,37.09079,-8.324709
ABF-00065,EDP,Albufeira,2023-07-14,Present,37.090485,-8.237937
ABF-00066,EDP,Albufeira,2023-06-15,Present,37.12785,-8.300777
ABF-00067,EDP,Albufeira,2023-06-15,Present,37.12973,-8.300348
ABF-00068,EDP,Albufeira,2023-06-15,Present,37.079556,-8.291377
ABF-00069,EDP,Albufeira,2025-01-02,Present,37.098625,-8.259127
ABF-00070,EDP,Albufeira,2023-07-04,Present,37.093513,-8.232346
ABF-00071,EDP,Albufeira,2025-01-02,Present,37.090206,-8.307333
ABF-00072,EDP,Albufeira,2023-07-14,Present,37.087257,-8.316285
ABF-00073,ATL,Albufeira,2023-10-03,Present,37.092,-8.2412
ABF-00074,EDP,Albufeira,2023-06-29,Present,37.10035,-8.22838
ABF-00075,EDP,Albufeira,2023-06-29,Present,37.10035,-8.22838
ABF-00076,KLS,Albufeira,2023-10-11,Present,37.124474,-8.30046
ABF-00077,KLS,Albufeira,2023-10-11,Present,37.093155,-8.18788
ABF-00078,KLS,Albufeira,2023-10-11,Present,37.088776,-8.256552
ABF-00079,KLS,Albufeira,2023-10-11,Present,37.126133,-8.237478
ABF-00080,KLS,Albufeira,2023-10-11,Present,37.175407,-8.205581
ABF-00081,KLS,Albufeira,2023-10-11,Present,37.083683,-8.313905
ABF-00082,KLS,Albufeira,2023-10-11,Present,37.090828,-8.2459
ABF-00083,KLS,Albufeira,2023-10-11,Present,37.08724,-8.24759
ABF-00084,KLS,Albufeira,2023-10-11,Present,37.117687,-8.245134
ABF-00085,KLS,Albufeira,2023-10-11,Removed,37.095665,-8.249486
ABF-00086,HLX,Albufeira,2023-07-14,Present,37.130215,-8.283583
ABF-00087,HLX,Albufeira,2023-07-31,Present,37.130215,-8.2835
ABF-00089,IBD,Albufeira,2024-01-16,Present,37.080124,-8.3137
ABF-00093,EDP,Albufeira,2023-06-29,Present,37.125973,-8.2375
ABF-00094,EDP,Albufeira,2023-06-29,Present,37.104557,-8.235183
ABF-00095,IBD,Albufeira,2024-01-16,Present,37.194073,-8.222572
ABF-00096,LOG,Albufeira,2024-05-20,Present,37.08266,-8.312223
ABF-00097,LOG,Albufeira,2024-05-20,Present,37.08266,-8.312223
ABF-00098,EDP,Albufeira,2023-06-29,Present,37.0859,-8.3092
ABF-00109,ATL,Albufeira,2025-04-17,Present,37.12645,-8.23918
ABF-00110,HGP,Albufeira,2022-04-14,Present,37.11557,-8.247691
ABF-00111,HGP,Albufeira,2022-04-14,Present,37.11557,-8.247691
ABF-00112,GLP,Albufeira,2025-07-31,Present,37.095665,-8.249486
ABF-00114,EDP,Albufeira,2025-01-02,Present,37.125755,-8.237327
ABF-00115,EDP,Albufeira,2025-01-02,Present,37.125824,-8.237295
ABF-00116,GLP,Albufeira,2025-09-08,Present,37.101772,-8.261213
ABF-00117,GLP,Albufeira,2025-09-08,Present,37.101772,-8.261213
ABF-00118,GLP,Albufeira,2025-09-08,Present,37.101772,-8.261213
ABF-00120,CPS,Albufeira,2025-08-09,Present,37.122894,-8.231619
ABF-00122,EDP,Albufeira,2025-11-26,Present,37.078094,-8.292776
ABF-00123,EDP,Albufeira,2025-11-01,Present,37.085274,-8.316411
ABF-00124,EDP,Albufeira,2025-12-23,Present,37.126934,-8.234355
ABF-00126,EDP,Albufeira,2025-11-06,Present,37.107086,-8.238747
ABF-00127,EDP,Albufeira,2026-01-31,Present,37.078945,-8.281736
ABF-00128,EDP,Albufeira,2025-12-23,Present,37.09784,-8.239246
ABF-00131,EDP,Albufeira,2025-12-23,Present,37.090294,-8.327259
ABF-00132,EDP,Albufeira,2025-12-23,Present,37.085236,-8.263831
ABF-00133,EDP,Albufeira,2025-11-26,Present,37.09398,-8.19347
ABF-00134,EDP,Albufeira,2025-11-01,Present,37.077065,-8.279137
ABF-00135,EDP,Albufeira,2025-12-23,Present,37.096462,-8.171922
ABF-00137,EDP,Albufeira,2025-11-26,Present,37.08341,-8.31181
ABF-00138,EDP,Albufeira,2025-11-26,Present,37.09555,-8.240127
ABF-00139,EDP,Albufeira,2025-11-26,Present,37.09521,-8.24687
ABF-00141,EDP,Albufeira,2026-01-31,Present,37.100826,-8.238484
ABF-00142,EDP,Albufeira,2025-11-01,Present,37.076714,-8.282561
ABF-00143,EDP,Albufeira,2026-01-31,Present,37.086517,-8.244431
ABF-00145,EDP,Albufeira,2025-12-23,Present,37.078568,-8.310104
ABF-00146,EDP,Albufeira,2025-12-23,Present,37.095516,-8.255401
ABF-00147,EDP,Albufeira,2025-11-26,Present,37.09191,-8.242693
ABF-00148,EDP,Albufeira,2025-11-01,Present,37.126987,-8.244156
ABF-00150,EDP,Albufeira,2025-10-30,Present,37.125767,-8.303471
ABF-00151,EDP,Albufeira,2025-11-26,Present,37.083786,-8.313009
ABF-00152,EDP,Albufeira,2026-01-31,Present,37.094074,-8.230535
ABF-00153,EDP,Albufeira,2025-11-26,Present,37.09069,-8.235326
ABF-00156,EDP,Albufeira,2025-11-26,Present,37.175884,-8.203302
ABF-00160,EDP,Albufeira,2025-12-23,Present,37.0933,-8.248642
ABF-00161,EDP,Albufeira,2025-11-26,Present,37.09131,-8.222027
ABF-00164,GLP,Albufeira,2025-12-24,Present,37.086105,-8.243799
ABF-00165,GLP,Albufeira,2025-11-26,Present,37.086105,-8.243799
ABF-00166,GLP,Albufeira,2025-11-26,Present,37.086105,-8.243799
ABF-00167,EDP,Albufeira,2025-11-26,Present,37.09548,-8.231424
ABF-00170,EDP,Albufeira,2025-12-23,Present,37.09696,-8.242557
ABF-00171,EDP,Albufeira,2026-01-31,Present,37.09004,-8.23518
ABF-00172,EDP,Albufeira,2026-01-31,Present,37.087452,-8.156398
ABF-00174,EDP,Albufeira,2025-12-23,Present,37.093468,-8.169632
ABF-00175,EDP,Albufeira,2025-12-23,Present,37.093468,-8.169632
ABF-00177,EDP,Albufeira,2026-02-10,Present,37.095703,-8.309781
ABF-00178,EDP,Albufeira,2026-02-10,Present,37.095703,-8.309781
ABF-90001,EDP,Albufeira,2023-08-08,Present,37.096825,-8.224503
ABF-90007,HRZ,Albufeira,2025-01-01,Present,37.08567,-8.266212
ABT-00006,EDP,Abrantes,2025-01-02,Present,39.475357,-8.190986
ABT-00012,GLP,Abrantes,2024-12-24,Present,39.474316,-8.192551
ABT-00013,GLP,Abrantes,2024-12-24,Present,39.474316,-8.192551
ABT-00017,CPS,Abrantes,2025-04-14,Present,39.48615,-8.158823
ABT-00018,CPS,Abrantes,2025-04-14,Present,39.48479,-8.155295
ABT-00019,SLV,Abrantes,2023-03-22,Present,39.552185,-8.280524
ABT-00023,HRZ,Abrantes,2025-01-02,Present,39.474064,-8.19284
ABT-00024,EDP,Abrantes,2023-07-14,Present,39.462196,-8.2045
ABT-00026,EDP,Abrantes,2023-06-29,Present,39.456524,-8.198301
ABT-00027,EDP,Abrantes,2023-06-29,Present,39.456524,-8.198301
ABT-00028,KLS,Abrantes,2024-05-21,Removed,39.468773,-8.203542
ABT-00030,ATL,Abrantes,2022-06-29,Present,39.46635,-8.2051
ABT-00032,GLP,Abrantes,2024-12-24,Present,39.45759,-8.19536
ABT-00033,EDP,Abrantes,2025-01-02,Present,39.472248,-8.195149
ABT-00034,ATL,Abrantes,2024-05-21,Present,39.46592,-8.20417
ABT-00035,EDP,Abrantes,2023-06-29,Present,39.47176,-8.195805
ABT-00036,REP,Abrantes,2025-06-11,Present,39.472305,-8.195724
ABT-00037,REP,Abrantes,2025-06-11,Present,39.47227,-8.195709
ABT-00038,GLP,Abrantes,2025-09-02,Present,39.468773,-8.203542
ABT-80001,ATL,Abrantes,2023-09-25,Present,39.4587,-8.1998
ACB-00002,EDP,Alcobaça,2023-07-24,Present,39.433216,-8.982104
ACB-00008,EDP,Alcobaça,2023-07-14,Present,39.54278,-9.032169
ACB-00009,GLG,Alcobaça,2025-01-21,Present,39.559677,-8.978034
ACB-00010,HRZ,Alcobaça,2024-10-20,Present,39.553764,-8.9685955
ACB-00011,GLP,Alcobaça,2024-12-24,Present,39.54788,-8.977889
ACB-00012,GLP,Alcobaça,2024-12-24,Present,39.54788,-8.977889
ACB-00013,GLP,Alcobaça,2024-12-24,Present,39.54788,-8.977889
ACB-00014,GLP,Alcobaça,2024-12-24,Present,39.54788,-8.977889
ACB-00015,ATL,Alcobaça,2024-06-06,Present,39.551483,-8.977961
ACB-00016,KLS,Alcobaça,2023-10-11,Removed,39.433376,-8.978858
ACB-00017,ITV,Alcobaça,2024-11-11,Removed,39.410587,-8.96271
ACB-00019,ATL,Alcobaça,2024-02-05,Present,39.551483,-8.977961
ACB-00020,EDP,Alcobaça,2025-01-02,Present,39.545746,-8.970067
ACB-00021,HRZ,Alcobaça,2025-07-08,Present,39.498093,-9.095393
ACB-00022,HRZ,Alcobaça,2025-01-02,Present,39.498093,-9.095393
ACB-00023,KLS,Alcobaça,2024-10-18,Removed,39.54764,-8.967203
ACB-00024,GLP,Alcobaça,2024-12-24,Present,39.508312,-9.132624
ACB-00025,EDP,Alcobaça,2025-09-27,Present,39.4239,-8.9625
ACB-00026,EDP,Alcobaça,2023-06-29,Present,39.54509,-8.969891
ACB-00027,FCT,Alcobaça,2025-02-13,Present,39.545837,-8.969476
ACB-00028,GLP,Alcobaça,2025-01-21,Present,39.54881,-8.975896
ACB-00029,GLP,Alcobaça,2024-12-24,Present,39.54881,-8.975896
ACB-00030,GLP,Alcobaça,2024-12-24,Present,39.668068,-8.999828
ACB-00031,GLP,Alcobaça,2024-12-24,Present,39.668068,-8.999828
ACB-00032,PRI,Alcobaça,2024-06-28,Present,39.462227,-9.119376
ACB-00033,FCT,Alcobaça,2025-10-16,Present,39.524757,-8.910263
ACB-00034,FCT,Alcobaça,2025-10-16,Present,39.524757,-8.910263
ACB-00035,SLX,Alcobaça,2025-01-02,Present,39.430687,-8.977485
ACB-00037,GLP,Alcobaça,2025-04-29,Present,39.42653,-8.980082
ACB-00038,GLP,Alcobaça,2025-08-28,Present,39.433376,-8.978858
ACB-00039,GLP,Alcobaça,2025-08-28,Present,39.54764,-8.967203
ACB-00042,ITV,Alcobaça,2025-12-03,Present,39.41076,-8.962821
ACB-00043,ITV,Alcobaça,2025-12-03,Present,39.410763,-8.962787
ACB-00044,ITV,Alcobaça,2025-12-03,Present,39.41077,-8.962755
ACB-00046,FCT,Alcobaça,2025-12-16,Present,39.63904,-9.041936
ACB-00047,FCT,Alcobaça,2025-12-16,Present,39.63904,-9.041936
ACB-00048,FCT,Alcobaça,2025-12-16,Present,39.63904,-9.041936
ACB-90001,HRZ,Alcobaça,2025-01-01,Present,39.552002,-8.975611
ACH-00002,GLG,Alcochete,2024-12-24,Present,38.72584,-8.98778
ACH-00003,GLG,Alcochete,2024-12-24,Present,38.72771,-8.987191
ACH-00008,REP,Alcochete,2025-03-14,Present,38.74532,-8.9307
ACH-00010,GLG,Alcochete,2024-12-24,Present,38.74999,-8.962232
ACH-00013,ATL,Alcochete,2022-09-15,Present,38.75172,-8.9451
ACH-00018,EDP,Alcochete,2025-01-02,Present,38.75125,-8.958342
ACH-00019,FCT,Alcochete,2024-11-14,Present,38.751682,-8.946112
ACH-00020,ATL,Alcochete,2024-02-05,Present,38.751778,-8.943016
ACH-00021,ATL,Alcochete,2024-02-05,Present,38.75176,-8.939855
ACH-00022,ATL,Alcochete,2024-02-05,Present,38.751778,-8.943016
ACH-00023,ATL,Alcochete,2024-02-05,Present,38.751778,-8.943016
ACH-00024,ATL,Alcochete,2024-02-05,Present,38.751778,-8.943016
ACH-00025,ATL,Alcochete,2024-02-05,Present,38.751778,-8.943016
ACH-00026,ATL,Alcochete,2024-06-06,Present,38.751778,-8.943016
ACH-00027,ATL,Alcochete,2024-06-06,Present,38.751778,-8.943016
ACH-00028,ATL,Alcochete,2024-02-28,Present,38.751778,-8.943016
ACH-00029,ATL,Alcochete,2024-02-05,Present,38.751778,-8.943016
ACH-00030,ATL,Alcochete,2024-06-06,Present,38.75103,-8.93897
ACH-00031,ATL,Alcochete,2024-06-06,Present,38.75103,-8.93897
ACH-00032,ATL,Alcochete,2024-02-05,Present,38.75103,-8.93897
ACH-00033,ATL,Alcochete,2024-02-05,Present,38.75102,-8.93899
ACH-00034,ATL,Alcochete,2024-02-05,Present,38.75103,-8.93896
ACH-00035,ATL,Alcochete,2024-06-06,Present,38.75102,-8.93896
ACH-00036,ATL,Alcochete,2024-02-28,Present,38.75104,-8.93898
ACH-00037,GLP,Alcochete,2025-09-03,Present,38.75128,-8.957828
ACH-00039,EDP,Alcochete,2025-09-19,Removed,38.719303,-8.960274
ACH-00040,EDP,Alcochete,2025-11-19,Present,38.75073,-8.96071
ACH-00041,EDP,Alcochete,2025-11-19,Present,38.75073,-8.960697
ACH-90006,HRZ,Alcochete,2025-01-01,Present,38.754555,-8.964003
ACN-00002,MLT,Alcanena,2024-12-24,Present,39.463108,-8.65772
ACN-00004,MLT,Alcanena,2024-12-24,Present,39.44187,-8.63022
ACN-00006,EDP,Alcanena,2023-07-14,Present,39.45671,-8.667591
ACN-00007,EDP,Alcanena,2023-07-14,Present,39.45671,-8.667591
ACN-00008,KLS,Alcanena,2023-10-11,Removed,39.46342,-8.661758
ACN-00010,ATL,Alcanena,2023-12-22,Present,39.519527,-8.686233
ACN-00011,HLX,Alcanena,2024-07-14,Present,39.518936,-8.688741
ACN-00012,GLP,Alcanena,2025-09-02,Present,39.46342,-8.661758
ACN-90001,HRZ,Alcanena,2025-01-01,Present,39.45698,-8.668342
ACT-00004,GLP,Alcoutim,2024-12-24,Present,37.476955,-7.470947
ACT-80002,ATL,Alcoutim,2023-09-25,Present,37.44163,-7.770256
ACT-90001,EDP,Alcoutim,2023-08-08,Present,37.469,-7.473464
ADL-90001,EDP,Alandroal,2023-08-08,Present,38.702415,-7.405611
ADV-00016,ATL,Almodôvar,2023-02-20,Present,37.512173,-8.065634
ADV-00017,IOY,Almodôvar,2025-01-02,Present,37.53586,-8.184742
ADV-00018,IOY,Almodôvar,2025-01-02,Present,37.536327,-8.182924
ADV-90001,HRZ,Almodôvar,2025-01-01,Present,37.512833,-8.059581
AFE-00002,EDP,Alfândega da Fé,2025-02-05,Present,41.34163,-6.9624443
AFE-90001,HRZ,Alfândega da Fé,2025-01-02,Present,41.344776,-6.961917
AGB-00002,EDP,Aguiar da Beira,2023-07-16,Present,40.85714,-7.506791
AGB-00003,FCT,Aguiar da Beira,2024-11-14,Present,40.787704,-7.592072
AGB-80001,ATL,Aguiar da Beira,2023-09-25,Present,40.817944,-7.541302
AGD-00005,IBD,Águeda,2025-01-03,Present,40.57262,-8.4409275
AGD-00007,HRZ,Águeda,2025-01-01,Present,40.57783,-8.446453
AGD-00008,GLP,Águeda,2025-01-21,Present,40.572285,-8.44309
AGD-00009,EDP,Águeda,2025-01-02,Present,40.594765,-8.457656
AGD-00012,KLS,Águeda,2024-10-18,Removed,40.57765,-8.450683
AGD-00013,EDP,Águeda,2023-04-19,Present,40.600487,-8.462477
AGD-00014,EDP,Águeda,2023-07-16,Present,40.573532,-8.444997
AGD-00015,EDP,Águeda,2023-07-16,Present,40.83415,-7.738477
AGD-00016,ATL,Águeda,2022-02-03,Present,40.590553,-8.457343
AGD-00017,IBD,Águeda,2025-03-11,Present,40.571987,-8.515235
AGD-00018,FCT,Águeda,2024-11-14,Present,40.528095,-8.448691
AGD-00019,GLP,Águeda,2025-08-26,Removed,40.57765,-8.450683
AGD-00037,ATL,Águeda,2025-11-19,Present,40.590553,-8.457343
AGD-00038,GLP,Águeda,2026-02-14,Present,40.572414,-8.440548
AGD-90001,EDP,Águeda,2023-08-08,Present,40.577274,-8.444696
AGH-00001,GLG,Angra do Heroísmo,2023-01-14,Present,38.66092,-27.233238
AGH-00002,EDP,Angra do Heroísmo,2023-01-03,Present,38.66783,-27.215305
AGH-00003,SEG,Angra do Heroísmo,2022-02-13,Present,38.66553,-27.203596
AGH-00004,SEG,Angra do Heroísmo,2022-03-18,Present,38.65516,-27.22064
AGH-00005,EDP,Angra do Heroísmo,2023-01-02,Present,38.656635,-27.211395
AGH-00006,SEG,Angra do Heroísmo,2022-07-27,Present,38.65569,-27.225046
AGH-00007,SEG,Angra do Heroísmo,2022-07-27,Present,38.652912,-27.223957
AGH-00008,SEG,Angra do Heroísmo,2022-07-27,Present,38.656433,-27.213078
AGH-00010,SEG,Angra do Heroísmo,2023-06-16,Present,38.656647,-27.219185
AGH-00011,EDP,Angra do Heroísmo,2023-11-20,Present,38.660755,-27.233997
AGH-00012,SEG,Angra do Heroísmo,2023-09-17,Present,38.668396,-27.2635
AGH-00013,SEG,Angra do Heroísmo,2023-09-17,Present,38.65773,-27.214413
AGH-00014,SEG,Angra do Heroísmo,2023-09-17,Present,38.65944,-27.119179
AGN-00003,EDP,Arganil,2023-06-29,Present,40.21889,-8.057439
AGN-00004,KLS,Arganil,2023-10-11,Removed,40.223804,-8.057222
AGN-00006,LUZ,Arganil,2023-10-13,Present,40.25822,-7.942912
AGN-00007,GLP,Arganil,2025-08-29,Present,40.223804,-8.057222
AGN-90001,HRZ,Arganil,2025-01-01,Present,40.218056,-8.05506
AJT-00001,GLG,Aljustrel,2024-12-24,Present,37.922962,-8.241516
AJT-00002,GLG,Aljustrel,2024-12-24,Present,37.924282,-8.243845
AJT-00011,ATL,Aljustrel,2023-05-24,Present,37.884125,-8.153967
AJT-00019,GLP,Aljustrel,2025-01-21,Present,37.92355,-8.24334
AJT-00020,GLP,Aljustrel,2025-01-21,Present,37.92355,-8.24334
AJT-00021,GLP,Aljustrel,2025-01-21,Present,37.92365,-8.24207
AJT-00022,GLP,Aljustrel,2025-01-21,Present,37.92365,-8.24207
AJT-00027,GLP,Aljustrel,2025-12-16,Present,37.92355,-8.24334
AJT-00028,GLP,Aljustrel,2025-12-16,Present,37.92355,-8.24334
AJT-00029,GLP,Aljustrel,2025-12-16,Present,37.92355,-8.24334
AJT-00030,GLP,Aljustrel,2025-12-16,Present,37.92355,-8.24334
AJT-00031,GLP,Aljustrel,2025-12-16,Present,37.92355,-8.24334
AJT-00032,GLP,Aljustrel,2025-12-16,Present,37.92355,-8.24334
AJT-00033,GLP,Aljustrel,2025-12-16,Present,37.92365,-8.24207
AJT-00034,GLP,Aljustrel,2025-12-16,Present,37.92365,-8.24207
AJT-00035,GLP,Aljustrel,2025-12-16,Present,37.92365,-8.24207
AJT-00036,GLP,Aljustrel,2025-12-16,Present,37.92365,-8.24207
AJT-00037,GLP,Aljustrel,2025-12-16,Present,37.92365,-8.24207
AJT-00038,GLP,Aljustrel,2025-12-30,Present,37.92365,-8.24207
AJT-90004,HRZ,Aljustrel,2025-01-01,Present,37.878147,-8.163778
AJZ-00004,KLS,Aljezur,2023-10-11,Present,37.317177,-8.79781
AJZ-00005,EDP,Aljezur,2023-06-29,Present,37.339592,-8.812697
AJZ-00006,IBD,Aljezur,2024-01-16,Present,37.2611,-8.82914
AJZ-00007,GLP,Aljezur,2025-07-01,Present,37.31857,-8.798404
AJZ-90001,EDP,Aljezur,2023-08-08,Present,37.434628,-8.768708
ALB-00003,HLX,Albergaria-a-Velha,2023-01-03,Present,40.713196,-8.482487
ALB-00004,HRZ,Albergaria-a-Velha,2025-01-02,Present,40.68515,-8.52118
ALB-00007,EDP,Albergaria-a-Velha,2025-01-02,Present,40.712852,-8.481968
ALB-00008,GLP,Albergaria-a-Velha,2024-12-24,Present,40.690926,-8.479328
ALB-00010,GLP,Albergaria-a-Velha,2024-12-24,Present,40.690037,-8.47471
ALB-00011,GLP,Albergaria-a-Velha,2025-01-21,Present,40.689877,-8.482333
ALB-00012,GLP,Albergaria-a-Velha,2024-12-24,Present,40.68654,-8.472074
ALB-00013,GLP,Albergaria-a-Velha,2024-12-24,Present,40.687317,-8.474934
ALB-00014,GLP,Albergaria-a-Velha,2024-12-24,Present,40.74713,-8.485678
ALB-00015,GLP,Albergaria-a-Velha,2024-12-24,Present,40.67136,-8.557929
ALB-00016,GLP,Albergaria-a-Velha,2024-12-24,Present,40.63904,-8.547412
ALB-00019,IOY,Albergaria-a-Velha,2025-01-02,Present,40.6779,-8.472228
ALB-00021,GLP,Albergaria-a-Velha,2025-01-21,Present,40.689407,-8.47881
ALB-00022,GLP,Albergaria-a-Velha,2025-01-21,Present,40.689407,-8.47881
ALB-00023,GLP,Albergaria-a-Velha,2024-12-24,Present,40.68598,-8.481938
ALB-00024,GLP,Albergaria-a-Velha,2024-12-24,Present,40.68598,-8.481938
ALB-00025,GLP,Albergaria-a-Velha,2024-12-24,Present,40.69674,-8.480413
ALB-00027,GLP,Albergaria-a-Velha,2024-12-24,Present,40.658836,-8.536374
ALB-00028,GLP,Albergaria-a-Velha,2024-12-24,Present,40.74126,-8.445631
ALB-00029,GLP,Albergaria-a-Velha,2024-12-24,Present,40.69908,-8.46161
ALB-00030,GLP,Albergaria-a-Velha,2024-12-24,Present,40.62083,-8.50836
ALB-00031,EDP,Albergaria-a-Velha,2025-01-02,Present,40.682014,-8.488668
ALB-90002,GLP,Albergaria-a-Velha,2025-01-21,Present,40.6869,-8.480335
ALD-00003,HRZ,Almeida,2025-01-02,Present,40.61867,-6.843625
ALD-00004,HRZ,Almeida,2025-01-02,Present,40.607395,-6.8267803
ALD-00007,PRI,Almeida,2025-03-07,Present,40.608513,-6.8279467
ALD-00008,FCT,Almeida,2024-11-14,Present,40.605095,-6.9522676
ALD-00009,FCT,Almeida,2024-06-25,Present,40.6051,-6.9521585
ALD-00010,FCT,Almeida,2024-11-14,Present,40.605095,-6.95209
ALD-00011,FCT,Almeida,2024-11-14,Present,40.605083,-6.9520144
ALD-00012,REP,Almeida,2025-06-11,Present,40.61062,-6.83042
ALJ-00003,GLP,Alijó,2024-12-24,Present,41.27829,-7.476089
ALJ-00004,EDP,Alijó,2023-07-04,Present,41.28104,-7.473691
ALJ-80001,ATL,Alijó,2023-09-25,Present,41.275883,-7.477031
ALM-00011,HRZ,Almada,2024-11-12,Present,38.63166,-9.177034
ALM-00013,HRZ,Almada,2022-01-14,Present,38.63145,-9.177034
ALM-00016,GLP,Almada,2024-02-09,Present,38.68756,-9.14772
ALM-00017,GLP,Almada,2025-01-21,Present,38.64117,-9.23653
ALM-00018,GLP,Almada,2025-01-21,Present,38.66216,-9.20152
ALM-00030,GLP,Almada,2025-01-21,Present,38.65767,-9.16001
ALM-00031,GLP,Almada,2024-12-24,Present,38.665974,-9.19738
ALM-00032,HRZ,Almada,2025-01-02,Present,38.665546,-9.179803
ALM-00034,EDP,Almada,2025-01-02,Present,38.662807,-9.162964
ALM-00036,MOT,Almada,2023-01-06,Present,38.65998,-9.175631
ALM-00037,MOT,Almada,2024-09-12,Present,38.65998,-9.175631
ALM-00040,GLG,Almada,2024-12-24,Present,38.635834,-9.195833
ALM-00042,REP,Almada,2025-06-11,Present,38.66785,-9.159896
ALM-00043,EDP,Almada,2025-01-02,Present,38.613274,-9.18924
ALM-00055,HRZ,Almada,2025-11-11,Present,38.63152,-9.177273
ALM-00060,HRZ,Almada,2025-01-02,Present,38.63154,-9.17716
ALM-00061,HRZ,Almada,2025-01-02,Present,38.63154,-9.17716
ALM-00062,HRZ,Almada,2025-01-02,Present,38.57885,-9.173257
ALM-00064,MOT,Almada,2023-06-15,Present,38.66012,-9.17594
ALM-00065,MOT,Almada,2023-06-15,Present,38.66012,-9.17594
ALM-00066,MOT,Almada,2023-06-15,Present,38.66012,-9.17594
ALM-00067,MOT,Almada,2023-06-15,Present,38.66012,-9.17594
ALM-00068,MOT,Almada,2023-06-15,Present,38.66012,-9.17594
ALM-00069,MOT,Almada,2023-06-15,Present,38.66012,-9.17594
ALM-00070,MOT,Almada,2025-01-02,Present,38.659874,-9.175424
ALM-00071,ATL,Almada,2023-10-02,Present,38.64737,-9.21966
ALM-00072,EDP,Almada,2025-01-02,Present,38.63441,-9.145129
ALM-00073,ATL,Almada,2022-11-30,Present,38.67396,-9.159649
ALM-00074,KLS,Almada,2024-05-21,Removed,38.67102,-9.171019
ALM-00075,ATL,Almada,2022-08-22,Present,38.64836,-9.153869
ALM-00076,KLS,Almada,2024-06-04,Removed,38.646584,-9.180244
ALM-00079,KLS,Almada,2024-06-04,Removed,38.65889,-9.203611
ALM-00080,GLP,Almada,2024-12-24,Present,38.67656,-9.178478
ALM-00083,EDP,Almada,2025-01-02,Present,38.625084,-9.126106
ALM-00084,GLP,Almada,2024-12-24,Present,38.63038,-9.176507
ALM-00087,EGR,Almada,2025-01-02,Present,38.633083,-9.17901
ALM-00091,ATL,Almada,2024-11-04,Present,38.6188,-9.19409
ALM-00092,ATL,Almada,2024-12-17,Present,38.6188,-9.19409
ALM-00093,EDP,Almada,2025-01-02,Present,38.66233,-9.19809
ALM-00094,EDP,Almada,2025-01-02,Present,38.66232,-9.19809
ALM-00095,HRZ,Almada,2025-07-30,Present,38.67359,-9.161628
ALM-00096,HRZ,Almada,2025-07-30,Present,38.65468,-9.167887
ALM-00097,EDP,Almada,2025-01-02,Present,38.583733,-9.170134
ALM-00098,EDP,Almada,2025-01-02,Present,38.583733,-9.170134
ALM-00100,GLP,Almada,2025-08-09,Present,38.67102,-9.171019
ALM-00101,GLP,Almada,2026-02-04,Present,38.646584,-9.180244
ALM-00102,GLP,Almada,2025-09-06,Present,38.65889,-9.203611
ALM-00103,GLP,Almada,2025-01-21,Present,38.648335,-9.224792
ALM-00104,GLP,Almada,2025-01-21,Present,38.648335,-9.224792
ALM-00105,GLP,Almada,2025-01-21,Present,38.648335,-9.224792
ALM-00106,GLP,Almada,2025-01-21,Present,38.648335,-9.224792
ALM-00107,GLP,Almada,2025-01-21,Present,38.648335,-9.224792
ALM-00118,GLP,Almada,2025-10-10,Present,38.62338,-9.194799
