LOCATION_UID;CONNECTOR_ID;VALID_FROM;COMPONENT_TYPE;PRICE;MIN_DURATION;MAX_DURATION;MIN_KWH;MAX_KWH;START_HOUR;END_HOUR
0001PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0001;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0001;2;2022-04-11;TIME;0,025;0;;;;;
0001PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0001PL0003;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0003;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0003;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0003;2;2022-04-11;TIME;0,025;0;;;;;
0001PL0004;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0004;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0004;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0004;2;2022-04-11;TIME;0,025;0;;;;;
0001PL0005;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0005;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0005;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0005;2;2022-04-11;TIME;0,025;0;;;;;
0001PL0006;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0006;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0006;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0006;2;2022-04-11;TIME;0,025;0;;;;;
0001PL0007;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0007;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0007;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0007;2;2022-04-11;TIME;0,025;0;;;;;
0001PL0008;1;2022-04-11;FLAT;0,2964;;;;;;
0001PL0008;1;2022-04-11;TIME;0,025;0;;;;;
0001PL0008;2;2022-04-11;FLAT;0,2964;;;;;;
0001PL0008;2;2022-04-11;TIME;0,025;0;;;;;
0001PR0009;1;2022-04-11;FLAT;0,2964;;;;;;
0001PR0009;1;2022-04-11;TIME;0,08;0;;;;;
0001PR0009;2;2022-04-11;FLAT;0,2964;;;;;;
0001PR0009;2;2022-04-11;TIME;0,08;0;;;;;
0001PR0010;1;2022-04-11;FLAT;0,2964;;;;;;
0001PR0010;1;2022-04-11;TIME;0,08;0;;;;;
0001PR0010;2;2022-04-11;FLAT;0,2964;;;;;;
0001PR0010;2;2022-04-11;TIME;0,08;0;;;;;
0002PL0003;1;2022-04-11;FLAT;0,2964;;;;;;
0002PL0003;1;2022-04-11;TIME;0,025;0;;;;;
0002PL0003;2;2022-04-11;FLAT;0,2964;;;;;;
0002PL0003;2;2022-04-11;TIME;0,025;0;;;;;
0002PL0004;1;2022-04-11;FLAT;0,2964;;;;;;
0002PL0004;1;2022-04-11;TIME;0,025;0;;;;;
0002PL0004;2;2022-04-11;FLAT;0,2964;;;;;;
0002PL0004;2;2022-04-11;TIME;0,025;0;;;;;
0002PL0005;1;2022-04-11;FLAT;0,2964;;;;;;
0002PL0005;1;2022-04-11;TIME;0,025;0;;;;;
0002PL0005;2;2022-04-11;FLAT;0,2964;;;;;;
0002PL0005;2;2022-04-11;TIME;0,025;0;;;;;
0002PL0006;1;2022-04-11;FLAT;0,2964;;;;;;
0002PL0006;1;2022-04-11;TIME;0,025;0;;;;;
0002PL0006;2;2022-04-11;FLAT;0,2964;;;;;;
0002PL0006;2;2022-04-11;TIME;0,025;0;;;;;
0002PR0001;1;2022-04-11;FLAT;0,2964;;;;;;
0002PR0001;1;2022-04-11;TIME;0,08;0;;;;;
0002PR0001;2;2022-04-11;FLAT;0,2964;;;;;;
0002PR0001;2;2022-04-11;TIME;0,08;0;;;;;
0002PR0002;1;2022-04-11;FLAT;0,2964;;;;;;
0002PR0002;1;2022-04-11;TIME;0,08;0;;;;;
0002PR0002;2;2022-04-11;FLAT;0,2964;;;;;;
0002PR0002;2;2022-04-11;TIME;0,08;0;;;;;
0203PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
0203PL0001;1;2022-04-11;TIME;0,025;0;;;;;
0203PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
0203PL0001;2;2022-04-11;TIME;0,025;0;;;;;
0203PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0203PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0203PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0203PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0203PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
0203PR0003;1;2022-04-11;TIME;0,08;0;;;;;
0203PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
0203PR0003;2;2022-04-11;TIME;0,08;0;;;;;
0207PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
0207PL0001;1;2022-04-11;TIME;0,025;0;;;;;
0207PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
0207PL0001;2;2022-04-11;TIME;0,025;0;;;;;
0207PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0207PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0207PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0207PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0207PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
0207PR0003;1;2022-04-11;TIME;0,08;0;;;;;
0207PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
0207PR0003;2;2022-04-11;TIME;0,08;0;;;;;
0209PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
0209PL0001;1;2022-04-11;TIME;0,025;0;;;;;
0209PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
0209PL0001;2;2022-04-11;TIME;0,025;0;;;;;
0209PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0209PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0209PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0209PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0209PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
0209PR0003;1;2022-04-11;TIME;0,08;0;;;;;
0209PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
0209PR0003;2;2022-04-11;TIME;0,08;0;;;;;
0210PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
0210PL0001;1;2022-04-11;TIME;0,025;0;;;;;
0210PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
0210PL0001;2;2022-04-11;TIME;0,025;0;;;;;
0210PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0210PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0210PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0210PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0210PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
0210PR0003;1;2022-04-11;TIME;0,08;0;;;;;
0210PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
0210PR0003;2;2022-04-11;TIME;0,08;0;;;;;
0215PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0215PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0215PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0215PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0215PL0004;1;2022-04-11;FLAT;0,2964;;;;;;
0215PL0004;1;2022-04-11;TIME;0,025;0;;;;;
0215PL0004;2;2022-04-11;FLAT;0,2964;;;;;;
0215PL0004;2;2022-04-11;TIME;0,025;0;;;;;
0215PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
0215PR0003;1;2022-04-11;TIME;0,08;0;;;;;
0215PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
0215PR0003;2;2022-04-11;TIME;0,08;0;;;;;
0217PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
0217PL0001;1;2022-04-11;TIME;0,025;0;;;;;
0217PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
0217PL0001;2;2022-04-11;TIME;0,025;0;;;;;
0217PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0217PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0217PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0217PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0217PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
0217PR0003;1;2022-04-11;TIME;0,08;0;;;;;
0217PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
0217PR0003;2;2022-04-11;TIME;0,08;0;;;;;
0446PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
0446PL0001;1;2022-04-11;TIME;0,025;0;;;;;
0446PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
0446PL0001;2;2022-04-11;TIME;0,025;0;;;;;
0446PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
0446PL0002;1;2022-04-11;TIME;0,025;0;;;;;
0446PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
0446PL0002;2;2022-04-11;TIME;0,025;0;;;;;
0446PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
0446PR0003;1;2022-04-11;TIME;0,08;0;;;;;
0446PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
0446PR0003;2;2022-04-11;TIME;0,08;0;;;;;
1715PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
1715PL0001;1;2022-04-11;TIME;0,025;0;;;;;
1715PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
1715PL0001;2;2022-04-11;TIME;0,025;0;;;;;
1911PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
1911PL0001;1;2022-04-11;TIME;0,025;0;;;;;
1911PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
1911PL0001;2;2022-04-11;TIME;0,025;0;;;;;
1978PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
1978PL0001;1;2022-04-11;TIME;0,025;0;;;;;
1978PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
1978PL0001;2;2022-04-11;TIME;0,025;0;;;;;
1978PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
1978PL0002;1;2022-04-11;TIME;0,025;0;;;;;
1978PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
1978PL0002;2;2022-04-11;TIME;0,025;0;;;;;
1978PR0003;1;2022-04-11;FLAT;0,2964;;;;;;
1978PR0003;1;2022-04-11;TIME;0,08;0;;;;;
1978PR0003;2;2022-04-11;FLAT;0,2964;;;;;;
1978PR0003;2;2022-04-11;TIME;0,08;0;;;;;
2864PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
2864PL0001;1;2022-04-11;TIME;0,025;0;;;;;
2864PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
2864PL0001;2;2022-04-11;TIME;0,025;0;;;;;
2864PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
2864PL0002;1;2022-04-11;TIME;0,025;0;;;;;
2864PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
2864PL0002;2;2022-04-11;TIME;0,025;0;;;;;
3191PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
3191PL0001;1;2022-04-11;TIME;0,025;0;;;;;
3191PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
3191PL0001;2;2022-04-11;TIME;0,025;0;;;;;
3368PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
3368PL0001;1;2022-04-11;TIME;0,025;0;;;;;
3368PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
3368PL0001;2;2022-04-11;TIME;0,025;0;;;;;
3466PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
3466PL0001;1;2022-04-11;TIME;0,025;0;;;;;
3466PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
3466PL0001;2;2022-04-11;TIME;0,025;0;;;;;
3594PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
3594PL0001;1;2022-04-11;TIME;0,025;0;;;;;
3594PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
3594PL0001;2;2022-04-11;TIME;0,025;0;;;;;
3594PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
3594PL0002;1;2022-04-11;TIME;0,025;0;;;;;
3594PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
3594PL0002;2;2022-04-11;TIME;0,025;0;;;;;
3696PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
3696PL0001;1;2022-04-11;TIME;0,025;0;;;;;
3696PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
3696PL0001;2;2022-04-11;TIME;0,025;0;;;;;
4251PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
4251PL0001;1;2022-04-11;TIME;0,025;0;;;;;
4251PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
4251PL0001;2;2022-04-11;TIME;0,025;0;;;;;
5152PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
5152PL0001;1;2022-04-11;TIME;0,025;0;;;;;
5152PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
5152PL0001;2;2022-04-11;TIME;0,025;0;;;;;
5152PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
5152PL0002;1;2022-04-11;TIME;0,025;0;;;;;
5152PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
5152PL0002;2;2022-04-11;TIME;0,025;0;;;;;
5749PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
5749PL0001;1;2022-04-11;TIME;0,025;0;;;;;
5749PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
5749PL0001;2;2022-04-11;TIME;0,025;0;;;;;
6173PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
6173PL0001;1;2022-04-11;TIME;0,025;0;;;;;
6173PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
6173PL0001;2;2022-04-11;TIME;0,025;0;;;;;
6175PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
6175PL0001;1;2022-04-11;TIME;0,025;0;;;;;
6175PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
6175PL0001;2;2022-04-11;TIME;0,025;0;;;;;
6175PL0002;1;2022-04-11;FLAT;0,2964;;;;;;
6175PL0002;1;2022-04-11;TIME;0,025;0;;;;;
6175PL0002;2;2022-04-11;FLAT;0,2964;;;;;;
6175PL0002;2;2022-04-11;TIME;0,025;0;;;;;
7012PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
7012PL0001;1;2022-04-11;TIME;0,025;0;;;;;
7012PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
7012PL0001;2;2022-04-11;TIME;0,025;0;;;;;
7678PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
7678PL0001;1;2022-04-11;TIME;0,025;0;;;;;
7678PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
7678PL0001;2;2022-04-11;TIME;0,025;0;;;;;
7695PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
7695PL0001;1;2022-04-11;TIME;0,025;0;;;;;
7695PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
7695PL0001;2;2022-04-11;TIME;0,025;0;;;;;
9587PL0001;1;2022-04-11;FLAT;0,2964;;;;;;
9587PL0001;1;2022-04-11;TIME;0,025;0;;;;;
9587PL0001;2;2022-04-11;FLAT;0,2964;;;;;;
9587PL0001;2;2022-04-11;TIME;0,025;0;;;;;
ABF-00005;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00005;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00005;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00005;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00006;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00006;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00006;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00006;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00008;1;2022-02-23;ENERGY;0,06;;;0;;;
ABF-00008;1;2022-02-23;FLAT;0,297;;;;;;
ABF-00008;1;2022-02-23;TIME;0,01;0;;;;;
ABF-00009;1;2022-02-23;ENERGY;0,06;;;0;;;
ABF-00009;1;2022-02-23;FLAT;0,297;;;;;;
ABF-00009;1;2022-02-23;TIME;0,01;0;;;;;
ABF-00011;1;2022-01-13;FLAT;0,2964;;;;;;
ABF-00011;1;2022-01-13;TIME;0,03;0;;;;;
ABF-00011;2;2022-01-13;FLAT;0,2964;;;;;;
ABF-00011;2;2022-01-13;TIME;0,03;0;;;;;
ABF-00012;1;2022-01-01;FLAT;0,2964;;;;;;
ABF-00012;1;2022-01-01;TIME;0,035;0;;;;;
ABF-00012;2;2022-01-01;FLAT;0,2964;;;;;;
ABF-00012;2;2022-01-01;TIME;0,035;0;;;;;
ABF-00013;1;2022-01-01;FLAT;0,2964;;;;;;
ABF-00013;1;2022-01-01;TIME;0,035;0;;;;;
ABF-00013;2;2022-01-01;FLAT;0,2964;;;;;;
ABF-00013;2;2022-01-01;TIME;0,035;0;;;;;
ABF-00014;1;2022-02-23;ENERGY;0,06;;;0;;;
ABF-00014;1;2022-02-23;FLAT;0,297;;;;;;
ABF-00014;1;2022-02-23;TIME;0,01;0;;;;;
ABF-00015;1;2022-02-23;ENERGY;0,06;;;0;;;
ABF-00015;1;2022-02-23;FLAT;0,297;;;;;;
ABF-00015;1;2022-02-23;TIME;0,01;0;;;;;
ABF-00016;1;2020-05-23;TIME;0,08;0;;;;;
ABF-00016;2;2020-05-23;TIME;0,08;0;;;;;
ABF-00016;3;2020-05-23;TIME;0,08;0;;;;;
ABF-00024;1;2022-07-12;FLAT;0,2964;;;;;;
ABF-00024;1;2022-07-12;TIME;0,12;0;;;;;
ABF-00024;2;2022-07-12;FLAT;0,2964;;;;;;
ABF-00024;2;2022-07-12;TIME;0,12;0;;;;;
ABF-00024;3;2022-07-12;FLAT;0,2964;;;;;;
ABF-00024;3;2022-07-12;TIME;0,12;0;;;;;
ABF-00025;1;2022-03-08;ENERGY;0,07;;;0;;;
ABF-00025;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00025;2;2022-03-08;ENERGY;0,07;;;0;;;
ABF-00025;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00025;3;2022-03-08;ENERGY;0,07;;;0;;;
ABF-00025;3;2022-03-08;FLAT;0,2964;;;;;;
ABF-00026;1;2021-06-12;ENERGY;0,04;;;0;;;
ABF-00026;1;2021-06-12;FLAT;0,1657;;;;;;
ABF-00026;2;2021-06-12;ENERGY;0,04;;;0;;;
ABF-00026;2;2021-06-12;FLAT;0,1657;;;;;;
ABF-00027;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00027;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00027;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00027;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00028;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00028;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00028;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00028;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00029;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00029;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00029;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00029;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00030;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00030;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00030;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00030;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00031;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00031;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00031;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00031;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00032;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00032;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00032;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00032;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00033;1;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00033;1;2022-03-08;FLAT;0,2964;;;;;;
ABF-00033;2;2022-03-08;ENERGY;0,06;;;0;;;
ABF-00033;2;2022-03-08;FLAT;0,2964;;;;;;
ABF-00034;1;2021-10-24;TIME;0,03;0;;;;;
ABF-00034;2;2021-10-24;TIME;0,03;0;;;;;
ABF-00035;1;2022-02-02;FLAT;0,297;;;;;;
ABF-00035;1;2022-02-02;TIME;0,12;0;;;;;
ABF-00035;2;2022-02-02;FLAT;0,297;;;;;;
ABF-00035;2;2022-02-02;TIME;0,12;0;;;;;
ABF-00035;3;2022-02-02;FLAT;0,297;;;;;;
ABF-00035;3;2022-02-02;TIME;0,12;0;;;;;
ABF-00036;1;2022-02-26;FLAT;0,2964;;;;;;
ABF-00036;1;2022-02-26;TIME;0,025;0;;;;;
ABF-00036;2;2022-02-26;FLAT;0,2964;;;;;;
ABF-00036;2;2022-02-26;TIME;0,025;0;;;;;
ABF-00037;1;2022-02-26;FLAT;0,2964;;;;;;
ABF-00037;1;2022-02-26;TIME;0,025;0;;;;;
ABF-00037;2;2022-02-26;FLAT;0,2964;;;;;;
ABF-00037;2;2022-02-26;TIME;0,025;0;;;;;
ABF-00038;1;2022-07-21;FLAT;0,2964;;;;;;
ABF-00038;1;2022-07-21;TIME;0,025;0;;;;;
ABF-00038;2;2022-07-21;FLAT;0,2964;;;;;;
ABF-00038;2;2022-07-21;TIME;0,025;0;;;;;
ABF-00039;1;2022-07-21;FLAT;0,2964;;;;;;
ABF-00039;1;2022-07-21;TIME;0,025;0;;;;;
ABF-00039;2;2022-07-21;FLAT;0,2964;;;;;;
ABF-00039;2;2022-07-21;TIME;0,025;0;;;;;
ABF-00040;1;2022-07-22;FLAT;0,2964;;;;;;
ABF-00040;1;2022-07-22;TIME;0,025;0;;;;;
ABF-00040;2;2022-07-22;FLAT;0,2964;;;;;;
ABF-00040;2;2022-07-22;TIME;0,025;0;;;;;
ABF-00041;1;2022-09-03;FLAT;0,2964;;;;;;
ABF-00041;1;2022-09-03;TIME;0,035;0;;;;;
ABF-00041;2;2022-09-03;FLAT;0,2964;;;;;;
ABF-00041;2;2022-09-03;TIME;0,035;0;;;;;
ABF-00042;1;2022-09-16;FLAT;0,2964;;;;;;
ABF-00042;1;2022-09-16;TIME;0,035;0;;;;;
ABF-00042;2;2022-09-16;FLAT;0,2964;;;;;;
ABF-00042;2;2022-09-16;TIME;0,035;0;;;;;
ABF-00043;1;2022-12-17;FLAT;0,2964;;;;;;
ABF-00043;1;2022-12-17;TIME;0,035;0;;;;;
ABF-00043;2;2022-12-17;FLAT;0,2964;;;;;;
ABF-00043;2;2022-12-17;TIME;0,035;0;;;;;
ABF-00044;1;2022-12-17;FLAT;0,2964;;;;;;
ABF-00044;1;2022-12-17;TIME;0,035;0;;;;;
ABF-00044;2;2022-12-17;FLAT;0,2964;;;;;;
ABF-00044;2;2022-12-17;TIME;0,035;0;;;;;
ABF-00045;1;2022-12-17;FLAT;0,2964;;;;;;
ABF-00045;1;2022-12-17;TIME;0,035;0;;;;;
ABF-00045;2;2022-12-17;FLAT;0,2964;;;;;;
ABF-00045;2;2022-12-17;TIME;0,035;0;;;;;
ABF-00046;1;2022-12-17;FLAT;0,2964;;;;;;
ABF-00046;1;2022-12-17;TIME;0,035;0;;;;;
ABF-00046;2;2022-12-17;FLAT;0,2964;;;;;;
ABF-00046;2;2022-12-17;TIME;0,035;0;;;;;
ABF-90001;1;2021-07-02;TIME;0,02;0;;;;;
ABF-90001;2;2021-07-02;TIME;0,02;0;;;;;
ABF-90007;1;2021-05-07;TIME;0,025;0;;;;;
ABF-90007;2;2021-05-07;TIME;0,025;0;;;;;
ABT-00004;1;2021-05-15;TIME;0,08;0;;;;;
ABT-00004;2;2021-05-15;TIME;0,08;0;;;;;
ABT-00004;3;2021-05-15;TIME;0,08;0;;;;;
ABT-00005;1;2021-06-09;FLAT;0,2;;;;;;
ABT-00005;1;2021-06-09;TIME;0,09;0;;;;;
ABT-00005;2;2021-06-09;FLAT;0,2;;;;;;
ABT-00005;2;2021-06-09;TIME;0,09;0;;;;;
ABT-00005;3;2021-06-09;FLAT;0,2;;;;;;
ABT-00005;3;2021-06-09;TIME;0,09;0;;;;;
ABT-00006;1;2022-05-10;ENERGY;0,07;;;0;;;
ABT-00006;1;2022-05-10;FLAT;0,297;;;;;;
ABT-00006;1;2022-05-10;TIME;0,09;0;;;;;
ABT-00006;2;2022-05-10;ENERGY;0,07;;;0;;;
ABT-00006;2;2022-05-10;FLAT;0,297;;;;;;
ABT-00006;2;2022-05-10;TIME;0,09;0;;;;;
ABT-00006;3;2022-05-10;ENERGY;0,07;;;0;;;
ABT-00006;3;2022-05-10;FLAT;0,297;;;;;;
ABT-00006;3;2022-05-10;TIME;0,09;0;;;;;
ABT-00007;1;2022-05-13;ENERGY;0,0125;;;0;;;
ABT-00007;1;2022-05-13;FLAT;0,2964;;;;;;
ABT-00007;1;2022-05-13;TIME;0,06;0;;;;;
ABT-00007;2;2022-05-13;ENERGY;0,0125;;;0;;;
ABT-00007;2;2022-05-13;FLAT;0,2964;;;;;;
ABT-00007;2;2022-05-13;TIME;0,06;0;;;;;
ABT-00008;1;2022-10-12;FLAT;0,2964;;;;;;
ABT-00008;1;2022-10-12;TIME;0,1;0;;;;;
ABT-00008;2;2022-10-12;FLAT;0,2964;;;;;;
ABT-00008;2;2022-10-12;TIME;0,1;0;;;;;
ABT-00009;1;2022-10-12;FLAT;0,2964;;;;;;
ABT-00009;1;2022-10-12;TIME;0,1;0;;;;;
ABT-00009;2;2022-10-12;FLAT;0,2964;;;;;;
ABT-00009;2;2022-10-12;TIME;0,1;0;;;;;
ABT-00010;1;2022-08-01;FLAT;0,2964;;;;;;
ABT-00010;1;2022-08-01;TIME;0,1;0;;;;;
ABT-00010;2;2022-08-01;FLAT;0,2964;;;;;;
ABT-00010;2;2022-08-01;TIME;0,1;0;;;;;
ABT-00010;3;2022-08-01;FLAT;0,2964;;;;;;
ABT-00010;3;2022-08-01;TIME;0,1;0;;;;;
ABT-00011;1;2022-08-01;FLAT;0,2964;;;;;;
ABT-00011;1;2022-08-01;TIME;0,1;0;;;;;
ABT-00011;2;2022-08-01;FLAT;0,2964;;;;;;
ABT-00011;2;2022-08-01;TIME;0,1;0;;;;;
ABT-00011;3;2022-08-01;FLAT;0,2964;;;;;;
ABT-00011;3;2022-08-01;TIME;0,1;0;;;;;
ABT-00012;1;2022-10-06;ENERGY;0,35;;;0;;;
ABT-00012;1;2022-10-06;FLAT;0,5;;;;;;
ABT-00012;1;2022-10-06;TIME;0;0;30;;;;
ABT-00012;1;2022-10-06;TIME;0,18;30;;;;;
ABT-00012;2;2022-10-06;ENERGY;0,35;;;0;;;
ABT-00012;2;2022-10-06;FLAT;0,5;;;;;;
ABT-00012;2;2022-10-06;TIME;0;0;30;;;;
ABT-00012;2;2022-10-06;TIME;0,18;30;;;;;
ABT-00013;1;2022-10-06;ENERGY;0,35;;;0;;;
ABT-00013;1;2022-10-06;FLAT;0,5;;;;;;
ABT-00013;1;2022-10-06;TIME;0;0;30;;;;
ABT-00013;1;2022-10-06;TIME;0,18;30;;;;;
ABT-00013;2;2022-10-06;ENERGY;0,35;;;0;;;
ABT-00013;2;2022-10-06;FLAT;0,5;;;;;;
ABT-00013;2;2022-10-06;TIME;0;0;30;;;;
ABT-00013;2;2022-10-06;TIME;0,18;30;;;;;
ABT-00014;1;2022-11-29;ENERGY;0,1;;;0;;;
